item,outfit,z.outfit,infit,z.infit,X2,df.X2,RMSEA.X2,p.X2
108259069322,0.931265868839665,-1.56827458998827,0.954561239182237,-0.673441098444834,6.76001888251994,9,0,0.662088767129987
108259110833_a,0.719549766142634,-3.57426027723639,0.795290479873465,-2.35451354369546,18.0893802341039,9,0.0125560320008765,0.0341506173557177
108259110833_b,0.727596665902877,-1.87155691532033,0.801284277594757,-2.27917344406201,20.8640063721343,9,0.0143450135813223,0.0132681315168968
108259220681,0.793277973836385,-1.87979067677446,0.878142331533805,-1.18224871947811,11.2393453930165,9,0.00623226368529817,0.259659203092551
108259350611_a,0.896335787529944,,0.940803761636437,-0.610415441337961,15.4082664207164,9,0.0105427900405531,0.0803149006409659
108259350611_b,1.12926326438853,1.07276312622854,1.12251292452479,0.835147449079294,12.1702009952814,9,0.00741529916647093,0.203883396936994
108261625395,0.662267178418433,-0.585019972522352,0.839163933397404,-0.481039306246175,10.3161155019585,9,0.00477784746275235,0.325505233812576
108261627979_a,1.02225666978252,0.26052972938129,1.07681843751474,0.84132767590327,9.15703160425064,9,0.00165036046677247,0.422906991412757
108261627979_b,1.01407533668361,,1.08095309758852,0.730744756245032,9.79602608784379,9,0.00371577089439637,0.367249167116997
108261627979_c,0.951360636859,-0.583554305798718,1.00696091464595,0.101294048196307,9.02470707941657,9,0.000654630120125144,0.434996638997017
108261627979_d,1.03843207276117,0.657861587004513,1.09422911475495,1.13496737299788,18.4513146837221,9,0.0128035791269129,0.0302841924461914
108261633554_a,0.485415714072584,-2.47816576619111,0.751243338314905,-1.15301009134863,17.1257673316885,9,0.0118718245461284,0.0467825149812771
108261633554_b,0.726182003292512,-1.22213417816641,0.859626929775516,-0.722714685649828,9.08413808820943,9,0.00120804078809195,0.429544062845433
108261633554_c,0.72687271617156,-1.86282968239186,0.798286459027643,-1.22172151205088,17.6931473641633,9,0.0122793053463317,0.0389051555992258
108261633554_d,0.763461494521807,-0.850889659390977,0.870588615783037,-0.825430862544555,10.9736921722141,9,0.00585093114750574,0.277516519295832
108261642772,0.839193087389816,-1.03488273277043,0.866739253678692,-1.08344534297491,9.27763257355532,9,0.00219442371263879,0.412051121764072
108261743135_a,1.0623748473518,0.394009639901333,0.992240844584713,-0.0533301953401123,15.5012810932175,9,0.0106190276113548,0.0780552596321267
108261743135_b,1.03036950151171,0.233633680843362,1.05564913271278,0.51802278044352,12.7890052094044,9,0.00810677051580124,0.172388270786456
108261745995_a,1.07090122685204,0.340408526061032,1.05925552876174,1.4213670215503,7.81328569901687,9,0,0.553066683801867
108261745995_b,1.1241495447867,0.459238291971323,1.10743067124632,2.50802442444299,19.9296118584547,9,0.0137685322992096,0.0183517986403811
108261745995_c,1.14548935793849,0.597483633311649,1.13949661165842,3.69059518198085,28.8912668424218,9,0.0185744729652413,0.000675978763665183
108261745995_d,1.03366077962155,0.220771202355323,1.03992204493883,1.19804226404224,2.92145375166206,9,0,0.967327705324022
108261752571,0.956572374839482,-0.262945207268825,0.953991275224082,-0.352567973587812,9.78488553958737,9,0.00368967779050155,0.368179133003565
108261753637,0.888339086292385,-0.516480765336613,0.942965513617829,-0.837993954300078,7.03294747369967,9,0,0.633688967855044
108261759203_a,0.944955951264696,-0.43817063164426,0.940388324989698,-0.615013346417979,11.6218827682957,9,0.00674360171991138,0.235474526212623
108261759203_b,0.831430718325165,-1.14017794407609,0.875838895950589,-1.39966236191549,9.50383568723247,9,0.00295617228487604,0.39212264996453
108261759203_c,0.832852344288529,,0.897522316042744,-0.929874173723197,8.51191063670628,9,0,0.483490726865369
108261759203_d,0.807268305602473,-2.53923576663482,0.84041024521393,-1.04227004215067,8.27507966253996,9,0,0.506680231633765
108261772924_a,0.763688746287112,-1.31400064860255,0.847281054781174,-1.31365052043853,5.7815783703805,9,0,0.761564187534933
108261772924_b,0.79354276095122,-2.04285982031371,0.836602127439438,-1.60487240891325,13.1002106514051,9,0.00843312160497238,0.158124019426841
108261772924_c,0.782438889721949,-2.28650141617833,0.832644288481968,-1.21159839543699,9.03199424784992,9,0.00074493989010126,0.43432609454368
108261772924_d,0.773053195146786,-2.78706911074838,0.841183707373876,-1.55609931107246,11.438377248215,9,0.00650332902283207,0.246852401442705
108261785809,0.873725757198224,,0.909973799564891,-1.18840184700325,3.96147695669626,9,0,0.91392965698747
108261789650,1.1889373780916,1.08616973365884,1.06057220551288,1.10379399323996,2.55559023218214,9,0,0.979350904201451
108261814163,1.04528831163956,0.447196075570723,1.05371264463844,0.666903696088329,12.8669163421638,9,0.00818969383624117,0.168721202399631
108261819828,1.12401017334472,1.8791282480286,1.08140101385907,1.11720425909267,3.78292466971488,9,0,0.925110137346774
108261820673,0.932875202319062,-0.56093485004043,0.946811152010407,-0.829133018341234,7.14591521740968,9,0,0.621930557934861
108261823180,0.919437227390764,-0.605976223959261,0.960148720295628,-0.369604870343186,10.6141484399698,9,0.00529123455119488,0.303086573572461
108261824670,1.08925021425695,0.820065788368589,1.08013520228057,1.19911367495884,8.27759779235819,9,0,0.506431318016389
108261826907,0.900539258855836,-0.386757795033904,0.987066704724832,-0.0695591227428148,7.5549130690203,9,0,0.579545129132398
108261830778,1.03216251777515,0.653378476298936,1.0291667835126,0.377476230740681,5.33254037485394,9,0,0.804410104226901
108261831574_a,0.740196466723733,-4.0484679744894,0.860158326161737,-1.25274226439478,14.0194206366064,9,0.00933065376083843,0.121636073476008
108261831574_b,0.777839577355148,-1.98490092879361,0.856654367927702,-1.60033178777064,17.6224692054711,9,0.0122292860668753,0.0398149592006404
108261831574_c,0.799431432365719,-2.12025474544926,0.890022314052384,-1.10676122569617,14.4768894200445,9,0.0097465802811388,0.106343889259227
108261832111,1.00996611261488,0.157047100609533,1.08386443735653,0.462767710557905,8.58366050048803,9,0,0.47655810101556
108261835505_a,0.805042584368991,-1.20331510516819,0.896173087452378,-1.0630631399835,7.76447428407213,9,0,0.558044840127857
108261835505_b,0.916900297471983,-0.848422788119455,0.946775885903774,-0.823834492225901,9.00277550622239,9,0.000219409981479121,0.437018024027876
108261835505_c,0.933521187024185,-0.924734288689065,0.953919350098059,-0.768801217579968,9.30677461699937,9,0.00230672057518263,0.409451683458173
