item,outfit,z.outfit,infit,z.infit,X2,df.X2,RMSEA.X2,p.X2
108260464267,0.950868823573894,0.0371362382782547,1.00807952125926,0.105981465499547,8.11022524165968,9,0,0.52307753039657
108260465231,0.739139619735506,-0.635676081199875,0.960392006273234,-0.0692123596103962,9.08818871373256,9,0.00118305574976577,0.429173775015118
108260466194,0.67755305803087,-0.189773328714854,0.905002812019745,-0.214358233107578,6.03070126414294,9,0,0.736841685181121
108260468923,0.758022581211815,-0.130068243917546,0.926188332457522,-0.192494226665078,3.90525563938026,9,0,0.917536882305243
108260469635,0.816926742268474,-0.587981785601542,0.880846628414294,-1.83036056588499,10.5860200913198,9,0.00501710336555872,0.305155135513727
108260472241,0.945433984228337,0.052201638811523,0.886142420514617,-1.76882260147911,12.4431720798069,9,0.00739227424715012,0.189462247434132
108260475788,0.911600004315013,-0.211268149732208,0.964744552632265,-0.519294412341398,8.6187885366093,9,0,0.473180544720382
108260478484,1.18946785223533,2.90170542495867,1.06796345217157,0.864573792278042,12.3731042644373,9,0.00731667204819037,0.193083190925182
108260479811,0.698363256271337,-0.722590001611564,0.903989570453884,-0.543267215895542,12.7513182891746,9,0.0077159723673138,0.174185461552639
108260480580,1.06928985273419,0.405908916817018,0.994328704071279,-0.00471395194614013,1.59548035501888,9,0,0.996374513785944
108260482409,1.05524382429118,0.459631790364173,1.08031317181432,1.27921399825071,14.7945204145377,9,0.00958975374507612,0.0967369988507095
108260483664,0.891986019808578,-0.434735683431303,0.949828943328141,-0.420084606311433,6.99529265344767,9,0,0.637609534903033
108260484767,0.983846120011566,-0.0170755841931257,1.02229502931858,0.348980097283223,6.5521039177897,9,0,0.683639422854242
108260486997,0.90544417072077,-0.77479988358455,0.946350743841172,-0.652361922776207,3.71043127470846,9,0,0.9294173361846
108260487482,0.871574780583578,-0.91351690146014,0.910450433998217,-1.11519253965339,9.24338164304606,9,0.00196536227609275,0.415118170774185
108260488223,0.752564514357649,-2.30632987453245,0.811126308301117,-1.8060115035684,5.60603529234362,9,0,0.778607999001819
108260489294,0.895432523817672,-0.293925633931847,0.921122213607711,-1.09891794155177,6.44595647857368,9,0,0.6945874826752
108260490476,0.948443646416778,-0.149803597543272,0.98295811694976,-0.253492428307279,11.1034317694445,9,0.00577780554007605,0.268685817290205
108260491553,0.995093191290763,0.0596273009564979,1.02351108490278,0.23001432371084,3.47719636969984,9,0,0.942345189614186
108260492895,0.915436790481048,-0.356076168879644,0.934389515892008,-0.807267084258243,10.3886734864875,9,0.00469460198779013,0.319945496045963
108260500434,0.420851502014266,-0.912275137310595,0.83362536296394,-0.347683269378067,5.69970758590372,9,0,0.769555818028861
108260509865,0.902694389670539,,0.929725349465878,-0.394470318337633,6.99830833734753,9,0,0.637295542697824
108260516532,0.731330765690361,-0.745169249137346,0.844471403615289,-1.67777822529834,6.16026609529793,9,0,0.723777206068318
108260525582,1.14353043829191,0.613853608833825,1.04833428815531,0.780668982612658,15.7243762919717,9,0.0103305801278424,0.0728652342530511
108260526865,0.879277134520437,-0.0353349292117277,0.942118523976022,-0.689675376905885,10.3974633104109,9,0.00470943615623937,0.319276416034779
108260541534,1.56837819055466,1.39029505097039,1.14855015130754,0.680790300070496,10.5316829889774,9,0.00493041131027738,0.309179061601616
108260548135,0.526714438337903,-1.12733430170896,0.870866826968759,-0.394894068341916,7.62910513520024,9,0,0.571911395071673
108260562568,1.07895645865728,0.321336248522776,1.1110854675429,0.891051215316077,13.0767486893407,9,0.00804369651643683,0.159164108158782
108260574444,0.920866431623873,-0.565449513460578,0.926366310128426,-0.886981925073034,7.57336012916962,9,0,0.577645040146336
108260587424,1.22559238393148,0.780628890832504,1.09347416847343,0.839989090011036,6.67620877062699,9,0,0.670789448352548
108260600947,0.874205159614785,-0.832384620690147,0.885522398821628,-1.2709726984838,10.9336399279293,9,0.00553970335162204,0.280285038864158
108260620659,0.755046167928618,-0.220067807437142,0.983444741511917,-0.0502772632153222,8.38728356016909,9,0,0.495636936439263
108260626832,1.10774510558468,1.01943614616367,1.05483308006692,0.525937723144137,7.02802485092338,9,0,0.634201493229995
108260630191,0.842381630024441,-0.136484784503511,0.949742530025583,-0.235210436420463,5.02884147420417,9,0,0.831786859972628
108260643844,1.46297004014707,1.24448112768938,1.11082656803429,0.549682955823616,9.16571530053461,9,0.00162173545247212,0.42212008979127
108260662895,0.86944159621835,-0.240287625060455,1.00222439104904,0.0581246480661164,5.30474669261808,9,0,0.80697482328753
108260664105,1.26584296255489,0.861594858668673,1.17286479010493,2.76551716798442,30.5738817705481,9,0.0185038821442225,0.000350196120348374
108260720762,1.25956597732562,,1.19852357434669,1.10378271051217,17.4607526826548,9,0.0115878591201993,0.0419709318451265
108260736396,0.711608364250217,-0.476187184968573,0.90293969701266,-0.0736111411228292,4.9659216799368,9,0,0.83726877204644
108260746660,0.734984779014125,0.085789041406776,0.917287696838514,-0.14384421167054,7.52917610304084,9,0,0.58219823789729
108260748481,0.995979929127592,0.0921811052649873,1.04391929665501,0.668244316983352,13.2298250772093,9,0.00819331987173389,0.152479689230509
