grade,n_obs,var_theta,mean_se2,rho
10,32191,0.834983608061552,0.261094568478119,0.687305755517452
11,29959,1.16087444700433,0.295371212353355,0.74556144885817
12,60807,1.10716140703596,0.205946264370025,0.813987135876264
