param,median,iqr_low,iqr_high
phi_ind,-0.00194448548691519,-0.00208307461360798,-0.00176964547598282
cint_ind,0.00121900045226951,0.000879089546920456,0.00143963936882559
theta_eq_ind,0.616209148010769,0.493410155175817,0.693807139967702
half_life_ind,356.468171800146,332.751991920552,391.687098315769
