grade,param,est,ci_lower,ci_upper
10,b,-0.0694576177499372,-0.118615478719239,-0.0217533910184049
10,alpha,0.00872356934899346,0.00347992518185505,0.0142696702158585
10,alpha0,0.00698223254994976,-0.014099493840827,0.0296214650820046
