grade,lgcm_slope,lgcm_lower,lgcm_upper,mlm_slope,mlm_lower,mlm_upper,abs_diff,convergent
10,0.0146338848892608,0.00426838194567938,0.0233457356958139,0.00324286958939812,-0.00125647884702877,0.00774221802582501,0.0113910152998627,FALSE
11,0.0280541645668511,0.0169022226116115,0.0389264667727941,0.00889526870919033,0.00263222336728616,0.0151583140510945,0.0191588958576607,FALSE
12,0.00576400210767406,-0.00201339293348137,0.0131947642166707,0.000510176862337492,-0.00218220029376607,0.00320255401844105,0.00525382524533657,FALSE
